시군구명,법정동,아파트명,도로명,지번
강동구,성내동,광남캐스빌3,성내로6가길,602
송파구,문정동,보라뷰2,문정로4길,89-15
강서구,화곡동,천우중앙,화곡로18길,1072-22
노원구,공릉동,신대림아파트,동일로193길,379-9
구로구,구로동,태양,도림로14길,779-66
구로구,구로동,(749-49),구로동로20길,749-49
은평구,응암동,청안파인,응암로14길,368-6
양천구,신월동,신월보성,오목로13길,465-5
동작구,흑석동,명수대,서달로,97-2
강서구,화곡동,궁전(912-1)B동,강서로5나길,912-1
은평구,불광동,월드그린,불광로6길,8-51
양천구,신월동,우영아파트,남부순환로59길,136-8
구로구,구로동,골드마인(가동),가마산로20다길,317-8
성북구,청량리동,샹그레빌아파트,회기로5길,949
강동구,둔촌동,광남캐스빌103동,양재대로102길,435-3
중랑구,면목동,세모하이츠(B),봉우재로28길,132-64
서초구,서초동,끄레메빌,서리풀8길,1630-4
관악구,신림동,늘푸른(569-5),조원로12길,569-5
구로구,구로동,(750-15),구로동로8길,750-15
강서구,화곡동,중앙(931-9),월정로14길,931-9
양천구,목동,상진지오밸리나동,목동중앙본로5길,743-20
관악구,남현동,송림퍼스트빌,승방1길,602-283
강남구,역삼동,에스케이허브젠,역삼로,831-45
강동구,성내동,건영아모리움,천호대로176길,244-6
중구,황학동,중구리버빌,난계로13길,981
마포구,성산동,라인성서,성미산로7안길,25-1
구로구,구로동,(751-37),구로동로8길,751-37
은평구,신사동,린든빌(29-26),증산로21길,29-26
서초구,방배동,상지리츠빌4차(843-13),서초대로33길,843-13
서대문구,연희동,한인트윈빌,홍연길,717-29
은평구,대조동,동명베스트(84-21),통일로71가길,84-21
양천구,신월동,해주,곰달래로2길,217-8
양천구,신월동,삼종레이빌101동,오목로4길,519-12
강남구,역삼동,성영forU,선릉로107길,681-46
마포구,망원동,신부3차파스카,방울내로9안길,495
중랑구,중화동,한솔e(A동),봉화산로27길,19-16
구로구,온수동,두양그린B동,부일로1길,97-2
양천구,신월동,삼구,신월로24길,604-4
서초구,잠원동,잠원동상지리츠빌카일룸,잠원로,49-7
강동구,명일동,삼보힐아파트,구천면로65길,312-256
영등포구,문래동3가,문래동원데자뷰,문래로20길,95
강서구,내발산동,신세계3차101동,강서로50길,731
강북구,번동,빌드아르떼APT,오현로31길,432-6
강남구,청담동,청담대우로얄카운티6차,압구정로71길,101-1
성북구,하월곡동,코업스타클래스,화랑로,46-73
구로구,구로동,(771-2),구로동로20길,771-2
강남구,삼성동,신동아듀크빌,봉은사로113길,99-11
강서구,화곡동,삼백,곰달래로20길,915-16
은평구,대조동,베르디움STAY1,통일로,241
서초구,서초동,루컴즈힐서리풀,명달로,1496-6
종로구,동숭동,동성아파트(2동),동숭4라길,4-157
구로구,구로동,(770-4),구로동로22길,770-4
중랑구,중화동,강오(A동),동일로,307-76
금천구,시흥동,거상장미,시흥대로28길,953-5
용산구,후암동,몬테피오레,두텁바위로69길,41-1
구로구,구로동,(749-4),구로동로20길,749-4
강남구,논현동,두영,논현로124길,216-1
강동구,암사동,정산(102동),올림픽로104길,441-2
강남구,역삼동,상지리츠빌(1호라인),언주로,761-9
도봉구,쌍문동,쌍문동LG트윈빌1,도당로,19
서초구,잠원동,청구빌라트,잠원로,55-7
구로구,구로동,(747-53),구로동로18길,747-53
송파구,오금동,오금그랑밸리,동남로23길,71-8
중구,장충동1가,상지리츠빌장충동카일룸,동호로20나길,104
강동구,성내동,우성(101동),양재대로101길,386-83
강동구,암사동,새롬,암사길,474-10
서대문구,홍은동,서부사이버,연희로39길,265-54
양천구,신월동,동서,오목로9길,1069
은평구,녹번동,굿모닝기룡아파트(96-6),녹번로,96-6
도봉구,창동,청하아파트B동,덕릉로59가길,581-74
은평구,역촌동,역촌빌라트,갈현로14길,49-12
도봉구,쌍문동,금강,노해로41길,357-6
중랑구,망우동,망우,용마산로116길,184-6
금천구,시흥동,메르시대신아파트,시흥대로12길,961-4
양천구,신월동,대운,월정로31길,109-2
용산구,보광동,주미,보광로,260-6
양천구,신월동,탑건진선미,화곡로4길,1025
구로구,오류동,루체비스타,고척로,6-63
양천구,신월동,레미앙,신월로,1002-1
은평구,신사동,청운제일(362-0),증산로,362
은평구,갈현동,천수,연서로17길,488-16
송파구,가락동,우민-늘푸른아파트,문정로,177-8
서초구,반포동,에이아이디차관주택,신반포로,968
서초구,방배동,롯데빌라트2차,효령로36길,987-3
강서구,화곡동,오화(24-175),까치산로12길,24-175
강남구,역삼동,역삼르비앙1,도곡로11길,835-12
은평구,대조동,정익제이원,통일로67길,6-26
양천구,신월동,대진아파트,월정로11길,411-3
송파구,가락동,현진타워,오금로44가길,171
송파구,삼전동,경덕,백제고분로32길,72-9
강남구,개포동,개포주공4단지,삼성로,189
강동구,천호동,평대미진아파트,상암로41길,22-17
동작구,사당동,남성골든빌A동B동,사당로,212-3
관악구,봉천동,금강아미움(106동),장군봉1길,1522-31
강남구,삼성동,삼성동브라운스톤레전드,선릉로,8-2
성북구,장위동,라인캐슬,화랑로,65-239
구로구,구로동,다원그린빌,구일로10길,685-154
구로구,구로동,(744-16),구로동로20길,744-16
강동구,암사동,정산(103동),올림픽로104길,441-3
구로구,구로동,(744-21),구로동로20길,744-21
강서구,화곡동,프라임하우스(925-17),월정로20길,925-17
은평구,구산동,신호(199-24),서오릉로,199-24
노원구,상계동,문수해오름,노원로26나길,1303
동작구,봉천동,현대(관악),관악로,1000
도봉구,쌍문동,신건영주택A,노해로46길,315-20
서초구,서초동,로얄파크에이,효령로45길,1527-13
강북구,수유동,진명,한천로148길,180-31
마포구,연남동,노블레스(249-12),성미산로23길,249-12
강서구,내발산동,청솔101동,우장산로8길,673-2
강서구,공항동,장미,공항대로2길,61-2
강남구,역삼동,역삼엔스위트1,언주로103길,656-30
마포구,공덕동,현대빌라,효창원로95길,11-174
동작구,사당동,세림아파트(43-71),동작대로35사길,43-71
금천구,시흥동,거상홈타운801동,시흥대로22길,949-18
은평구,역촌동,도올탑스텔,연서로2길,43-40
서대문구,홍제동,홍제맨션,통일로39길,307-9
은평구,신사동,성현,은평터널로,200-28
동대문구,휘경동,동성,망우로12길,308-110
서초구,서초동,서초코아,남부순환로317길,1465-7
종로구,누상동,청호그린빌,옥인3길,40
강남구,도곡동,도곡지웰카운티101동,남부순환로373길,199-4
강남구,도곡동,대명비발디,도곡로6길,944-6
성북구,정릉동,동일스카이,보국문로30길,800-95
중랑구,상봉동,그랑아파트,동일로126나길,333-1
은평구,역촌동,소망,연서로,63-2
강동구,성내동,파크뷰진도맨션,강동대로,452-2
영등포구,대림동,삼화에코빌1차,대림로,739-4
구로구,오류동,다청림,서해안로,193-16
강남구,신사동,유로미아파트A동,압구정로14길,547-7
중랑구,망우동,해오름102동,봉우재로57길,508-11
송파구,오금동,르네상스빌,오금로,45
마포구,염리동,우리파크아파트,대흥로24길,10-54
동작구,대방동,드림빌라트,대방동27길,381-3
금천구,독산동,아이유하임,독산로,1162
강서구,방화동,신라힐,초원로,647-20
강서구,화곡동,예지보금자리,곰달래로56길,788-39
송파구,송파동,홍익봄마을,송파대로36길,173-12
마포구,성산동,현대하이츠아파트,월드컵로26길,254-8
강서구,화곡동,신보,까치산로12길,46-116
은평구,불광동,정익제이원5차,통일로82길,486-14
강남구,역삼동,리츠빌아파트,논현로64길,787-4
강남구,청담동,청담CJ빌리지,도산대로99길,111-11
동작구,사당동,두성,동작대로29길,120
마포구,성산동,삼익플라주서교2차,월드컵북로9길,634-5
양천구,신정동,목동그린빌라트,목동동로12길,118-19
서대문구,북아현동,비버리힐,북아현로22나길,1-422
강남구,논현동,로체샤르캐슬,언주로136길,114-23
구로구,구로동,(751-5),구로동로22길,751-5
구로구,구로동,(794-17),도림로10길,794-17
강북구,수유동,태솔에버빌,삼양로80길,52-30
송파구,거여동,성동레인보우,거마로15길,129
중구,신당동,다다아파트,동호로11마길,432-1982
강동구,길동,광남캐스빌(389-9),천중로44길,389-9
금천구,독산동,푸른터,남부순환로120길,957
강남구,신사동,토미,논현로158길,593-32
광진구,자양동,청정(A),아차산로22길,24-28
도봉구,쌍문동,하루방,노해로44길,315-48
금천구,독산동,동은4차,문성로3길,883-10
용산구,한남동,한성1,독서당로,29-4
강북구,수유동,파크(나),삼양로131길,282-12
구로구,구로동,대신빌라,도림로14길,779-24
용산구,청파동3가,한울글로리A,효창원로76길,132-50
서초구,서초동,다솔,반포대로3길,1471-3
광진구,중곡동,에이탑,능동로,168-1
성동구,행당동,다울아크로빌,행당로9길,347-4
은평구,불광동,경인에버빌(285-18),통일로,285-18
서초구,방배동,영진,서초대로23길,836-4
구로구,구로동,(797-19),디지털로27라길,797-19
용산구,도원동,도원,새창로12길,3-7
구로구,구로동,(798-21),디지털로27길,798-21
구로구,구로동,(779-26),도림로14길,779-26
금천구,시흥동,신화아파트(200-4),독산로22길,200-4
광진구,자양동,대원리버빌,자양번영로1길,587-6
중랑구,망우동,가야써니빌,상봉로26길,576
송파구,가락동,동성아파트(102동),송이로17길,15-4
은평구,응암동,뉴월드(402-112),응암로20길,402-112
서초구,서초동,DK밸리뷰서초2차,사임당로,1597-6
강남구,대치동,청암빌라트,남부순환로391길,650
강남구,역삼동,역삼엔스위트102동,언주로103길,656-31
광진구,중곡동,광남캐스빌3차,천호대로107길,646-10
강서구,화곡동,신원1차(24-124),화곡로42가길,24-124
관악구,남현동,별장,승방1길,602-323
관악구,봉천동,대영,청림6길,15-5
은평구,불광동,북한산동호스카이,연서로34길,644
중랑구,중화동,금강,중랑역로4길,297-84
강서구,화곡동,화곡동복지다동,강서로17라길,354-52
강서구,화곡동,남광아파트(1131-11),화곡로58길,1131-11
강남구,신사동,썬-타워빌딩,도산대로,588-16
은평구,역촌동,엔에스,연서로9길,46-29
중구,회현동1가,평화,퇴계로8길,97-2
서초구,방배동,멤버스빌,효령로23길,918-14
은평구,역촌동,거성리젠시,연서로,44-23
서대문구,홍은동,북한산두산위브2차,홍은중앙로1길,13-25
광진구,화양동,(20-3),광나루로12길,20-3
서대문구,홍은동,명가,가좌로,398-6
중랑구,묵동,성원팰리스,동일로159길,239-180
관악구,신림동,호등자이젠아파트(1665-9),조원중앙로1길,1665-9
중랑구,신내동,신천빌리지,신내로1길,495-42
강서구,화곡동,로얄홈타운(102동),강서로5나길,928-25
강남구,삼성동,삼성동헤렌하우스2(82-1),영동대로128길,82-1
서초구,서초동,수광빌라트,서초대로60길,1640-3
서대문구,홍은동,동림,포방터2길,8-476
동대문구,장안동,월튼파크뷰(342-21),장한로26나길,342-21
관악구,신림동,지붕위애,관천로,1463-11
강서구,화곡동,근상프리즘(342-35),강서로12길,342-35
마포구,서교동,에덴지우,동교로17길,458-6
은평구,구산동,금광포란재(102),서오릉로21길,355-81
서대문구,창천동,엘르빌2차,연희로2길,368
강남구,삼성동,우정에쉐르,선릉로130길,3-8
동대문구,장안동,다우하임,장한로26가길,344-2
강남구,청담동,청담동마크노빌,도산대로59길,89-12
은평구,역촌동,부호(101동),역말로4길,58-4
구로구,구로동,구로아트빌라9,도림로3길,804-4
성북구,삼선동3가,제일,삼선교로20길,23
강서구,화곡동,우진,강서로7길,915-21
금천구,시흥동,백운한비치Ⅱ,금하로23길,1018
강남구,도곡동,힐데스하임빌라,남부순환로377길,193-1
동대문구,제기동,효성트럼프,제기로2길,134-73
종로구,이화동,송림아마레스아파트,율곡로19길,9-1
용산구,후암동,힐튼빌리지2차,후암로16나길,244-88
서초구,반포동,비버리힐즈,사평대로12길,612-28
구로구,구로동,(791-21)태영빌라,디지털로27라길,791-21
강서구,화곡동,일광2차,곰달래로,343-21
강남구,개포동,새롬(1164-12),논현로2길,1164-12
구로구,구로동,(798-22),디지털로27길,798-22
강서구,화곡동,오경아파트,강서로8길,894-12
송파구,방이동,신암밀리안아파트,위례성대로8길,169-1
광진구,중곡동,한영해시안아파트,동일로,238-6
구로구,구로동,(792-86),디지털로27라길,792-86
구로구,구로동,한신빌라,디지털로27라길,791-19
구로구,구로동,대성아파트(749-11),구로동로20길,749-11
노원구,상계동,대창센시티,수락산로,1302
성동구,성수동2가,이화102동,성수이로7가길,320-6
송파구,가락동,금성프라자1,동남로14길,197-12
강남구,청담동,청담대우멤버스카운티11차,도산대로87길,122-15
양천구,신정동,목동해오름101동,목동로9길,1013-15
강동구,길동,에스엠이로빌(379-0),천중로42길,379
서대문구,북아현동,북아현1차,북아현로,187-14
양천구,신월동,흥양훼미리,월정로,87-21
금천구,가산동,하이펠리스,가산로,143-3
구로구,구로동,제일(805-14),구로동로,805-14
동작구,상도동,종인아네스트,매봉로4가길,7-92
영등포구,신길동,메트하임,신풍로,2363
성동구,옥수동,모닝빌아파트,독서당로,478-1
은평구,역촌동,진주하이츠(10-89),역말로,10-89
관악구,신림동,래디앙아파트,대학5길,244-21
중랑구,면목동,주함해븐,봉우재로,91-15
서대문구,홍제동,동일5차101동,통일로37나길,312-221
마포구,서교동,센트레,월드컵북로7길,453-15
중구,신당동,우석,동호로11바길,432-2013
마포구,서교동,대아,와우산로33길,329-2
구로구,구로동,(716-17),구로동로15길,716-17
송파구,방이동,해태그린피아빌라트,위례성대로,180-8
구로구,구로동,(793-24),도림로10길,793-24
서초구,반포동,몽마르뜨파크,동광로46길,577-35
양천구,신정동,진명,신목로5길,282-16
양천구,신월동,홍익아파트,오목로17길,494-1
강남구,청담동,대우로얄카운티3,도산대로83길,117-6
종로구,교북동,동아,송월길,101
강남구,도곡동,도곡스타빌,남부순환로370길,514-3
은평구,구산동,우신,갈현로16길,25-53
양천구,신정동,동일아파트,은행정로17길,911-9
송파구,마천동,씨티,마천로,31-1
강동구,성내동,올림픽파크힐,성안로,446-17
관악구,봉천동,인헌,낙성대로15길,1725
마포구,망원동,리츠,월드컵로25길,483-3
양천구,신정동,까치마을,남부순환로,739-17
동작구,대방동,보라매센트럴타운,여의대방로,522
서초구,반포동,반포서래월드메르디앙스칼라아파트B동,반포대로39길,550-27
강서구,등촌동,해태골든팰리스,등촌로51가길,510-7
동작구,대방동,그린힐,여의대방로36길,381-35
구로구,구로동,구로아트빌라5동(806-29),구로동로8길,806-29
구로구,구로동,(746-3),구로동로8길,746-3
은평구,역촌동,만민라이프(B동),역말로,59-18
영등포구,문래동5가,진주맨션,선유로9길,22
구로구,구로동,(740-11),구로동로20길,740-11
종로구,연건동,(60-1),대학로7길,60-1
강서구,화곡동,율창(885-1),국회대로7길,885-1
동작구,상도동,정호백경,장승배기로,181-2
중구,신당동,약수(372-13),동호로,372-13
강서구,화곡동,청송평화,곰달래로35길,457-1
은평구,구산동,한국프라우드,갈현로15길,225
서초구,방배동,태화빌라(733),동광로27길,733
동작구,사당동,삼성그린(205),사당로2가길,205
송파구,가락동,카나피아Ⅱ,양재대로64길,34-1
강서구,화곡동,명지해드는터,등촌로13아길,473-4
강동구,길동,주풍그린빌,천중로49길,323-1
은평구,신사동,임탑(364)101동,갈현로5길,364
강남구,역삼동,Bienestar,선릉로107길,682-1
강서구,화곡동,창대,강서로7길,899-25
강서구,화곡동,가화(424-59)나동,곰달래로17길,424-59
광진구,구의동,광남캐스빌(198-4),광나루로54길,198-4
중구,신당동,신신(2차),동호로11자길,432-1957
은평구,갈현동,지캐슬,연서로21길,487-2
구로구,구로동,(797-25),도림로6길,797-25
구로구,구로동,구로아트빌라3동,도림로3길,806-9
강남구,도곡동,현대향목빌라트,남부순환로379길,153-2
양천구,신월동,경희,오목로9길,446-5
양천구,신월동,연흥,신월로15길,538-4
관악구,남현동,VIP(602-284),승방1길,602-284
서초구,방배동,방배호원,남부순환로297다길,593-32
구로구,궁동,대명하이빌102동,오리로20길,184-6
중랑구,중화동,청원다미소,동일로136길,286-22
서대문구,홍은동,성우,가좌로,402-39
서대문구,홍은동,교수(A),모래내로17길,277-145
동작구,대방동,대방(375-22),대방동2길,375-22
용산구,효창동,효창로즈,효창원로93길,3-4
은평구,신사동,예성그린,가좌로,242
강북구,미아동,신대상,도봉로20길,137-7
강동구,성내동,갑지하이린,강동대로53길,443-21
양천구,신정동,영림,오목로,929-26
중랑구,망우동,산솔트윈,봉우재로,461-12
마포구,성산동,한림101동,새터산5길,199-53
서초구,반포동,아델스빌1,동광로27길,612-31
용산구,이촌동,장미(203-14),이촌로18길,203-14
성북구,정릉동,장원,북악산로,508-201
동작구,대방동,신건드림원,대방동2길,375-14
광진구,화양동,캠퍼스프라자,동일로22길,9-91
성동구,사근동,드림시드,사근동10길,198-1
은평구,역촌동,역산미르빌,진흥로1가길,37-53
구로구,구로동,(750-7),구로동로20길,750-7
서초구,잠원동,잠원시티아파트,신반포로23길,71-8
서초구,방배동,방배힐1차,방배로34길,806-1
광진구,자양동,유림,자양로21길,770-1
중랑구,상봉동,스마트트라움,망우로,128-34
구로구,궁동,다청림102동(143-0),오리로22나길,143
강동구,성내동,아미캐슬(434-32),성내로17길,434-32
관악구,신림동,삼성홈타운,문성로38길,412-363
관악구,봉천동,푸르빌3차,남부순환로230길,1608-23
성북구,하월곡동,창방트윈(B동),오패산로1길,90-2066
강남구,신사동,RudenHouse,강남대로162길,524-8
강남구,삼성동,이안애빌,봉은사로68길,130
강북구,수유동,세영,삼양로,403-17
강동구,길동,예전이룸2차,양재대로122가길,337-19
동대문구,제기동,명경아트빌,정릉천동로,892-114
서초구,양재동,삼익양재빌라,양재천로23길,91
은평구,불광동,송광(484-103),통일로82길,484-103
강서구,등촌동,천우네오젠(507-11),등촌로53길,507-11
은평구,대조동,제이타워1,통일로,4-12
은평구,역촌동,명남뉴아파트,갈현로9길,72-4
서초구,잠원동,오페라하우스,신반포로23길,71
강남구,청담동,대우멤버스카운티Ⅱ,도산대로100길,59-2
성동구,성수동2가,이화101동,성수이로7가길,320-2
양천구,신월동,두원A동,오목로11길,485-2
양천구,신월동,길성,신월로15길,538-6
성북구,정릉동,정릉동푸른,보국문로29길,767-2
송파구,문정동,메트로IV,송이로36길,89-6
금천구,독산동,을미월드힐,남부순환로120길,958
강동구,성내동,우성(102동),양재대로101길,386-6
구로구,구로동,(793-46),도림로10길,793-46
강동구,길동,다성이즈빌(387-2),천중로40길,387-2
동대문구,장안동,대성하이빌(A동),답십리로64길,169-48
서초구,반포동,삼성에이스빌,주흥길,726-16
서초구,반포동,반포힐스,서초중앙로31길,50-6
구로구,구로동,(796-65)삼성주택,디지털로27라길,796-65
강남구,삼성동,엘에이치삼성도시형생활주택,영동대로112길,109-21
서대문구,창천동,씨밀레,연희로2안길,468
양천구,신월동,조광,남부순환로,558-1
구로구,구로동,(807-29),구로동로12길,807-29
관악구,봉천동,하이캐슬101동,관악로6길,1595-14
강남구,청담동,연세리버빌3,선릉로190길,104
성북구,삼선동3가,주승보타운,삼선교로18길,6-4
광진구,구의동,명성,광나루로36길,237-5
서초구,반포동,타운빌,동광로39길,76-2
동대문구,장안동,공감대(380-1),답십리로68길,380-1
송파구,방이동,(185-5),양재대로71길,185-5
동작구,상도동,현산푸른숲,상도로68길,126-32
구로구,고척동,진성그린아파트,고척로47길,167-102
성북구,성북동,주암,성북로31가길,286
동대문구,회기동,동일스카이시티2차,회기로,60-230
양천구,신정동,제일에비앙102동,목동로21길,990-15
은평구,증산동,청운,증산로3길,178-8
서대문구,연희동,제니스APT,모래내로,171-10
용산구,한강로3가,전자타운한신(A),청파로,82
동작구,상도동,원아파트,성대로6다길,256-206
구로구,개봉동,중앙힐,개봉로17마길,322-12
구로구,구로동,(792-78),디지털로27라길,792-78
동작구,상도1동,두이노블레스,상도로41길,441-2
송파구,문정동,문정그린,송이로,113-3
관악구,남현동,우평,남부순환로262길,1081-4
마포구,성산동,부림베스트빌,월드컵로26길,254-29
서초구,양재동,현대테라하임101동,강남대로34길,11-120
서초구,방배동,렉스빌,방배로28길,847-25
은평구,응암동,서강스카이빌3(116-24),은평로8길,116-24
양천구,신정동,청자,은행정로15길,915-12
구로구,구로동,한신(792-29),도림로12길,792-29
중구,신당동,수산타운(2차),동호로11바길,432-2006
금천구,독산동,삼성로얄,독산로88길,994-76
서초구,방배동,캐슬렉스,방배로32길,799-9
용산구,이촌동,타워맨션,이촌로46길,302-28
강남구,도곡동,도곡현대힐스테이트105동,남부순환로377길,184-3
강서구,화곡동,프라임주택,강서로7길,924-14
구로구,구로동,장수(796-60),도림로6길,796-60
서초구,반포동,APELBAUM,동광로43길,82-7
동대문구,제기동,공성,정릉천동로,892-65
마포구,신정동,씨제이리버힐,신수로3길,74-1
송파구,오금동,광남캐스빌,문정로,113-2
송파구,가락동,신한빌라트-신한미지엔,동남로13길,130-14
송파구,오금동,슈프림하우스,마천로,80-15
동대문구,장안동,코지언레지던스,장한로26가길,345-10
구로구,구로동,(750-6),구로동로20길,750-6
서초구,서초동,LOFT1487,효령로,1487-1
강남구,삼성동,삼성동신도브래뉴,삼성로103길,121-38
서초구,양재동,노블하우스,강남대로12길,325-1
성동구,마장동,행복드림,마장로39가길,768-17
광진구,자양동,자양동삼성,뚝섬로52마길,645-1
서초구,방배동,대건딜라이트,남부순환로297길,593-19
마포구,성산동,성산동자담이움아파트,월드컵로26길,650
강남구,신사동,신사아크존2,압구정로34길,606-2
중랑구,신내동,조호그레이스,용마산로,492-5
구로구,오류동,미진주택B동,경인로,12-2
양천구,신정동,목동무지개,은행정로20길,881-8
강서구,화곡동,삼성홈타운,월정로14길,911-10
송파구,마천동,송파자연채,성내천로,32-1
중구,신당동,푸른마을(432-921),동호로11마길,432-921
동대문구,장안동,금성아파트,사가정로23가길,93-128
강남구,역삼동,포스틸빌라트,테헤란로20길,741-22
중랑구,상봉동,e-푸른나동,중랑천로12길,136-102
서초구,방배동,리첸시아방배,방배중앙로,755-14
도봉구,창동,리치,도봉로110나길,661-88
구로구,구로동,(743-72),구로동로20길,743-72
구로구,구로동,(744-5),구로동로8길,744-5
관악구,남현동,현대빌라트,승방3가길,602-199
도봉구,창동,파크힐,덕릉로,443-4
서초구,양재동,선경에버빌,강남대로6길,382
강남구,논현동,이산,논현로111길,194-22
금천구,시흥동,에벤에셀프라자,금하로,912-20
강북구,미아동,현대캐슬,도봉로34길,133-12
강남구,청담동,라테라스청담,학동로81길,76-12
강남구,청담동,마크힐스웨스트윙,영동대로142길,130-6
동대문구,용두동,서안팰리스,천호대로13길,235-30
강남구,청담동,에비뉴나인티,도산대로59길,90-13
송파구,오금동,매그놀리아(2차),중대로,81-1
구로구,구로동,세명,구로동로15길,717-11
송파구,가락동,현대파크빌,중대로,147-2
금천구,독산동,한솔아트빌라,문성로,907-21
양천구,신월동,대운2차,남부순환로33길,57-5
구로구,구로동,(717-22)함양주택,구로동로15길,717-22
동작구,상도동,수정빌라트(56-45),상도로47길,56-45
강남구,삼성동,현대타워(13층-27층),테헤란로,143-37
강남구,논현동,벨러스빌,학동로5길,47-11
강남구,청담동,연세힐하우스1,압구정로71길,102-2
서초구,서초동,라파엘로,명달로15길,1492-1
강남구,개포동,그린빌리지,논현로4길,1167
은평구,불광동,쉐라톤,연서로43길,455
강북구,번동,훼밀리힐,오현로,148-490
구로구,개봉동,신양지(가동),개봉로17바길,318-36
양천구,신월동,엘림,오목로11길,485-11
광진구,광장동,워커힐리버빌,아차산로78가길,124
강남구,역삼동,마이다스힐빌라트,역삼로25길,728-6
강동구,길동,신세대빌라트,천중로,351-2
중랑구,면목동,남청파인힐(101동),겸재로48길,1526
은평구,응암동,백련산에스케이뷰아이파크,응암로29길,767
서대문구,홍은동,세윤외인빌리지,연희로37안길,265-366
종로구,숭인동,주숭보아파트,보문로9길,535
서초구,양재동,경희궁,강남대로12길,317-4
강동구,성내동,에스아이팰리스센트럴성내,성내로,548-4
용산구,원효로1가,로얄카운티-3,백범로79다길,17-66
도봉구,창동,새울아파트,덕릉로63길,608-167
서대문구,충정로3가,새롬,경기대로7길,3-19
강서구,마곡동,마곡노블리안,방화대로40길,1397
서초구,양재동,동원그린,강남대로2길,362-6
강서구,염창동,노블레스2(267-4),공항대로65가길,267-4
마포구,망원동,광남캐스빌B,방울내로5길,465-3
종로구,숭인동,동문타운,숭인동1길,181-105
은평구,응암동,월드빌(120-10),응암로21가길,120-10
구로구,궁동,궁동에스하임,경인로15나길,293
은평구,신사동,양지파크,가좌로11가길,241
은평구,역촌동,만민라이프(A동),역말로,59-15
서대문구,홍제동,아름채,통일로35길,158-13
송파구,가락동,카나피아,오금로34길,46-3
강남구,논현동,그랑디오스,봉은사로51길,268-12
서초구,양재동,서초,강남대로16길,322
광진구,광장동,연세리버빌6차,아차산로78가길,184-1
강남구,삼성동,동일파크스위트,영동대로112길,100-14
은평구,응암동,남광쉐르빌,응암로,88-16
구로구,구로동,(806-14),도림로3길,806-14
강남구,역삼동,갤러리아트,언주로63길,783-28
구로구,구로동,(744-23),구로동로20길,744-23
송파구,방이동,리치빌(177-2),위례성대로,177-2
양천구,목동,목동휘버스II,목동중앙남로7길,729-18
양천구,목동,신목,목동중앙남로,764-4
서초구,양재동,휴먼씨티,논현로1길,402-15
중랑구,망우동,해오름101동,망우로58길,508-14
구로구,구로동,(749-44),구로동로20길,749-44
은평구,응암동,자선메르시안(118-62),은평로4길,118-62
마포구,중동,수풍,월드컵북로38가길,30-28
서초구,양재동,파크뷰,강남대로6길,389-2
금천구,독산동,한아101(994-33),독산로84길,994-33
구로구,구로동,(792-103),도림로10길,792-103
관악구,남현동,동송하이클래스(1071-3),남부순환로256길,1071-3
강동구,성내동,현대코럴,강동대로,468-6
구로구,구로동,(780-31),도림로12길,780-31
서초구,서초동,강남아르젠,강남대로55길,1327-23
양천구,신정동,일진아이윌,중앙로29길,1218-1
강서구,화곡동,태경(381-7),강서로29길,381-7
송파구,가락동,주성파크빌,오금로44가길,169-13
양천구,신정동,심미,오목로,916-15
구로구,구로동,(781-26),디지털로27다길,781-26
중랑구,면목동,용마,면목로30가길,354-12
중랑구,중화동,한솔e(B동),봉화산로27길,19-3
송파구,마천동,대성골드클래스,거마로,50
양천구,신월동,예지보금자리,남부순환로80길,1001-6
동대문구,장안동,신부파스카(319-3),장한로36길,319-3
은평구,갈현동,베로니스,연서로17길,468-5
중랑구,망우동,현대,봉우재로57길,508-17
강동구,천호동,형인허브빌,상암로41길,27-41
강동구,성내동,중앙,풍성로45길,513
도봉구,쌍문동,성원하이츠(B동),도봉로133길,574-1
서대문구,홍은동,신원지벤스타1,명지길,392-7
강서구,화곡동,궁전A동,강서로5나길,911-14
관악구,남현동,남현현대아이빌라,남부순환로260길,1054-42
구로구,구로동,(747-10),도림로3길,747-10
서대문구,북아현동,훼미리(1-70),북아현로20길,1-70
강남구,도곡동,현대오티움,남부순환로377길,192-2
도봉구,방학동,한원힐트리움아레나,방학로,725-9
서대문구,합동,사랑채,서소문로,31-9
관악구,봉천동,금강아미움(102동),장군봉1길,1522-29
용산구,보광동,카사빌라,서빙고로97길,35-5
구로구,구로동,(745-60),구로동로12길,745-60
종로구,창신동,삼흥,창신7길,638-45
은평구,역촌동,만민하늘애2차,진흥로,42-7
서초구,양재동,(66-3),강남대로27길,66-3
강남구,청담동,상지리츠빌4A,압구정로77길,114
용산구,후암동,후암,후암로22길,244-106
강서구,화곡동,에스엠케이아파트,곰달래로,938-23
서초구,잠원동,신반포18(49-17),잠원로,49-17
은평구,신사동,정은노블스B,증산로,23-53
강남구,삼성동,블루밍하우스,학동로82길,64-4
양천구,신월동,미진,오목로10길,510-7
종로구,숭인동,할리우드파크아파트,동망산길,56-135
구로구,구로동,(770-52),구로동로22길,770-52
서대문구,홍은동,교수(B),모래내로17길,277-148
서대문구,홍은동,G패밀리움,통일로,437-2
강서구,화곡동,"동서1,2호(381-11)",강서로29길,381-11
강남구,논현동,비쥬힐,학동로21길,39-10
도봉구,창동,보람아파트,덕릉로63길,607-4
강남구,논현동,애플타운,강남대로146길,16-42
성북구,보문동3가,코지아뜨리에,지봉로20길,214
